center,left,right,steering,throttle,brake,speed
IMG/center_2026_08_30_19_27_19_408.jpg,IMG/left_2026_08_30_19_27_19_408.jpg,IMG/right_2026_08_30_19_27_19_408.jpg,0.0,1.0,0.0,30.19031
IMG/center_2026_08_31_16_53_30_997.jpg,IMG/left_2026_08_31_16_53_30_997.jpg,IMG/right_2026_08_31_16_53_30_997.jpg,0.0,1.0,0.0,30.19033
IMG/center_2026_08_30_19_26_57_242.jpg,IMG/left_2026_08_30_19_26_57_242.jpg,IMG/right_2026_08_30_19_26_57_242.jpg,-0.251571,1.0,0.0,30.17769
IMG/center_2026_08_30_19_26_00_677.jpg,IMG/left_2026_08_30_19_26_00_677.jpg,IMG/right_2026_08_30_19_26_00_677.jpg,-0.1828008,1.0,0.0,30.18107
IMG/center_2026_08_30_19_24_51_209.jpg,IMG/left_2026_08_30_19_24_51_209.jpg,IMG/right_2026_08_30_19_24_51_209.jpg,-0.06994199,1.0,0.0,30.1915
IMG/center_2026_08_31_16_54_33_636.jpg,IMG/left_2026_08_31_16_54_33_636.jpg,IMG/right_2026_08_31_16_54_33_636.jpg,0.9255217,1.0,0.0,30.09542
IMG/center_2026_08_30_19_27_13_632.jpg,IMG/left_2026_08_30_19_27_13_632.jpg,IMG/right_2026_08_30_19_27_13_632.jpg,-0.09341578,1.0,0.0,30.18977
IMG\center_2026_08_31_21_50_58_335.jpg,IMG\left_2026_08_31_21_50_58_335.jpg,IMG\right_2026_08_31_21_50_58_335.jpg,0.0,1.0,0.0,30.19003
IMG/center_2026_08_31_16_54_43_749.jpg,IMG/left_2026_08_31_16_54_43_749.jpg,IMG/right_2026_08_31_16_54_43_749.jpg,0.0,1.0,0.0,30.19029
IMG/center_2026_08_31_16_54_41_973.jpg,IMG/left_2026_08_31_16_54_41_973.jpg,IMG/right_2026_08_31_16_54_41_973.jpg,-0.6198865,1.0,0.0,30.20561
IMG/center_2026_08_30_19_25_06_807.jpg,IMG/left_2026_08_30_19_25_06_807.jpg,IMG/right_2026_08_30_19_25_06_807.jpg,0.0,1.0,0.0,30.18991
IMG/center_2026_08_30_19_28_03_818.jpg,IMG/left_2026_08_30_19_28_03_818.jpg,IMG/right_2026_08_30_19_28_03_818.jpg,-0.2094582,1.0,0.0,30.18154
IMG/center_2026_08_30_19_24_58_618.jpg,IMG/left_2026_08_30_19_24_58_618.jpg,IMG/right_2026_08_30_19_24_58_618.jpg,0.0,1.0,0.0,30.19029
IMG/center_2026_08_30_19_28_04_342.jpg,IMG/left_2026_08_30_19_28_04_342.jpg,IMG/right_2026_08_30_19_28_04_342.jpg,-0.2333325,1.0,0.0,30.1768
IMG/center_2026_08_30_19_28_02_063.jpg,IMG/left_2026_08_30_19_28_02_063.jpg,IMG/right_2026_08_30_19_28_02_063.jpg,0.0,1.0,0.0,30.19001
IMG\center_2026_08_31_21_56_39_591.jpg,IMG\left_2026_08_31_21_56_39_591.jpg,IMG\right_2026_08_31_21_56_39_591.jpg,-0.3575031,1.0,0.0,30.16261
IMG/center_2026_08_31_16_54_07_218.jpg,IMG/left_2026_08_31_16_54_07_218.jpg,IMG/right_2026_08_31_16_54_07_218.jpg,-0.5175664,1.0,0.0,30.20293
IMG/center_2026_08_31_16_54_08_662.jpg,IMG/left_2026_08_31_16_54_08_662.jpg,IMG/right_2026_08_31_16_54_08_662.jpg,0.0,1.0,0.0,30.19108
IMG/center_2026_08_31_16_53_39_092.jpg,IMG/left_2026_08_31_16_53_39_092.jpg,IMG/right_2026_08_31_16_53_39_092.jpg,-0.5437356,1.0,0.0,30.13567
IMG/center_2026_08_31_16_52_37_627.jpg,IMG/left_2026_08_31_16_52_37_627.jpg,IMG/right_2026_08_31_16_52_37_627.jpg,0.0,0.0,0.0,7.822868e-05
IMG/center_2026_08_31_16_54_33_327.jpg,IMG/left_2026_08_31_16_54_33_327.jpg,IMG/right_2026_08_31_16_54_33_327.jpg,0.0,1.0,0.0,30.19011
IMG/center_2026_08_30_19_26_24_034.jpg,IMG/left_2026_08_30_19_26_24_034.jpg,IMG/right_2026_08_30_19_26_24_034.jpg,0.0,1.0,0.0,30.1903
IMG/center_2026_08_30_19_28_11_186.jpg,IMG/left_2026_08_30_19_28_11_186.jpg,IMG/right_2026_08_30_19_28_11_186.jpg,0.0,1.0,0.0,30.19029
IMG/center_2026_08_31_16_53_41_290.jpg,IMG/left_2026_08_31_16_53_41_290.jpg,IMG/right_2026_08_31_16_53_41_290.jpg,0.0,1.0,0.0,30.19051
IMG/center_2026_08_31_16_54_55_290.jpg,IMG/left_2026_08_31_16_54_55_290.jpg,IMG/right_2026_08_31_16_54_55_290.jpg,0.0383802,1.0,0.0,30.21463
IMG/center_2026_08_30_19_27_01_373.jpg,IMG/left_2026_08_30_19_27_01_373.jpg,IMG/right_2026_08_30_19_27_01_373.jpg,-0.1202274,1.0,0.0,30.18639
IMG/center_2026_08_31_16_55_26_976.jpg,IMG/left_2026_08_31_16_55_26_976.jpg,IMG/right_2026_08_31_16_55_26_976.jpg,0.5583994,1.0,0.0,30.20933
IMG/center_2026_08_30_19_25_57_540.jpg,IMG/left_2026_08_30_19_25_57_540.jpg,IMG/right_2026_08_30_19_25_57_540.jpg,0.0,1.0,0.0,30.19029
IMG/center_2026_08_31_16_53_47_437.jpg,IMG/left_2026_08_31_16_53_47_437.jpg,IMG/right_2026_08_31_16_53_47_437.jpg,0.0,1.0,0.0,30.18981
IMG/center_2026_08_30_19_24_30_022.jpg,IMG/left_2026_08_30_19_24_30_022.jpg,IMG/right_2026_08_30_19_24_30_022.jpg,0.0,1.0,0.0,30.19029
IMG/center_2026_08_31_16_55_36_878.jpg,IMG/left_2026_08_31_16_55_36_878.jpg,IMG/right_2026_08_31_16_55_36_878.jpg,-0.6471707,1.0,0.0,25.78403
IMG/center_2026_08_30_19_27_24_948.jpg,IMG/left_2026_08_30_19_27_24_948.jpg,IMG/right_2026_08_30_19_27_24_948.jpg,0.0,1.0,0.0,30.1903
IMG/center_2026_08_30_19_28_18_950.jpg,IMG/left_2026_08_30_19_28_18_950.jpg,IMG/right_2026_08_30_19_28_18_950.jpg,-1.0,1.0,0.0,0.05287128
IMG\center_2026_08_31_21_58_18_022.jpg,IMG\left_2026_08_31_21_58_18_022.jpg,IMG\right_2026_08_31_21_58_18_022.jpg,-0.2214822,1.0,0.0,30.18529
IMG\center_2026_08_31_21_52_26_799.jpg,IMG\left_2026_08_31_21_52_26_799.jpg,IMG\right_2026_08_31_21_52_26_799.jpg,0.0,1.0,0.0,30.19028
IMG/center_2026_08_30_19_25_37_460.jpg,IMG/left_2026_08_30_19_25_37_460.jpg,IMG/right_2026_08_30_19_25_37_460.jpg,0.0,1.0,0.0,30.19008
IMG/center_2026_08_30_19_26_28_478.jpg,IMG/left_2026_08_30_19_26_28_478.jpg,IMG/right_2026_08_30_19_26_28_478.jpg,0.0,1.0,0.0,30.18997
IMG/center_2026_08_30_19_27_13_319.jpg,IMG/left_2026_08_30_19_27_13_319.jpg,IMG/right_2026_08_30_19_27_13_319.jpg,0.0,1.0,0.0,30.19044
IMG/center_2026_08_30_19_24_24_421.jpg,IMG/left_2026_08_30_19_24_24_421.jpg,IMG/right_2026_08_30_19_24_24_421.jpg,-0.2427723,1.0,0.0,30.1745
IMG\center_2026_08_31_21_50_59_987.jpg,IMG\left_2026_08_31_21_50_59_987.jpg,IMG\right_2026_08_31_21_50_59_987.jpg,0.0,1.0,0.0,30.18987
IMG/center_2026_08_31_16_53_46_193.jpg,IMG/left_2026_08_31_16_53_46_193.jpg,IMG/right_2026_08_31_16_53_46_193.jpg,0.0,1.0,0.0,30.19031
IMG/center_2026_08_31_16_55_38_014.jpg,IMG/left_2026_08_31_16_55_38_014.jpg,IMG/right_2026_08_31_16_55_38_014.jpg,-0.3711427,1.0,0.0,30.20312
IMG/center_2026_08_30_19_25_21_510.jpg,IMG/left_2026_08_30_19_25_21_510.jpg,IMG/right_2026_08_30_19_25_21_510.jpg,0.0,1.0,0.0,30.1903
IMG\center_2026_08_31_22_00_59_558.jpg,IMG\left_2026_08_31_22_00_59_558.jpg,IMG\right_2026_08_31_22_00_59_558.jpg,-0.3230535,1.0,0.0,30.16356
IMG/center_2026_08_30_19_24_20_763.jpg,IMG/left_2026_08_30_19_24_20_763.jpg,IMG/right_2026_08_30_19_24_20_763.jpg,-0.1752987,1.0,0.0,30.18189
IMG/center_2026_08_30_19_24_49_859.jpg,IMG/left_2026_08_30_19_24_49_859.jpg,IMG/right_2026_08_30_19_24_49_859.jpg,0.0,1.0,0.0,30.19026
IMG/center_2026_08_30_19_28_19_264.jpg,IMG/left_2026_08_30_19_28_19_264.jpg,IMG/right_2026_08_30_19_28_19_264.jpg,-0.2288988,0.3281694,0.0,0.003087731
IMG/center_2026_08_31_16_54_36_410.jpg,IMG/left_2026_08_31_16_54_36_410.jpg,IMG/right_2026_08_31_16_54_36_410.jpg,-0.2387001,1.0,0.0,30.1698
IMG/center_2026_08_31_16_52_52_656.jpg,IMG/left_2026_08_31_16_52_52_656.jpg,IMG/right_2026_08_31_16_52_52_656.jpg,0.0,1.0,0.0,30.18897
IMG/center_2026_08_30_19_26_36_828.jpg,IMG/left_2026_08_30_19_26_36_828.jpg,IMG/right_2026_08_30_19_26_36_828.jpg,-0.1001946,1.0,0.0,30.19211
IMG/center_2026_08_30_19_27_09_224.jpg,IMG/left_2026_08_30_19_27_09_224.jpg,IMG/right_2026_08_30_19_27_09_224.jpg,-0.1731924,1.0,0.0,30.18098
IMG\center_2026_08_31_22_01_06_146.jpg,IMG\left_2026_08_31_22_01_06_146.jpg,IMG\right_2026_08_31_22_01_06_146.jpg,-0.06015391,1.0,0.0,30.18941
IMG/center_2026_08_31_16_55_41_540.jpg,IMG/left_2026_08_31_16_55_41_540.jpg,IMG/right_2026_08_31_16_55_41_540.jpg,-0.9674995,1.0,0.0,29.15278
IMG/center_2026_08_30_19_25_14_726.jpg,IMG/left_2026_08_30_19_25_14_726.jpg,IMG/right_2026_08_30_19_25_14_726.jpg,-0.06408,1.0,0.0,30.19054
IMG/center_2026_08_30_19_24_53_361.jpg,IMG/left_2026_08_30_19_24_53_361.jpg,IMG/right_2026_08_30_19_24_53_361.jpg,-0.1139412,1.0,0.0,30.18746
IMG/center_2026_08_30_19_24_08_666.jpg,IMG/left_2026_08_30_19_24_08_666.jpg,IMG/right_2026_08_30_19_24_08_666.jpg,-0.106029,0.106029,0.0,0.06072003
IMG\center_2026_08_31_21_52_25_347.jpg,IMG\left_2026_08_31_21_52_25_347.jpg,IMG\right_2026_08_31_21_52_25_347.jpg,0.0,1.0,0.0,30.19042
IMG\center_2026_08_31_21_56_41_968.jpg,IMG\left_2026_08_31_21_56_41_968.jpg,IMG\right_2026_08_31_21_56_41_968.jpg,-0.0689871,1.0,0.0,30.18881
IMG/center_2026_08_30_19_27_27_446.jpg,IMG/left_2026_08_30_19_27_27_446.jpg,IMG/right_2026_08_30_19_27_27_446.jpg,-0.0265824,1.0,0.0,30.19012
IMG/center_2026_08_31_16_52_38_762.jpg,IMG/left_2026_08_31_16_52_38_762.jpg,IMG/right_2026_08_31_16_52_38_762.jpg,0.0,0.0,0.0,7.895595e-05
IMG/center_2026_08_30_19_24_34_531.jpg,IMG/left_2026_08_30_19_24_34_531.jpg,IMG/right_2026_08_30_19_24_34_531.jpg,0.0,1.0,0.0,30.1903
IMG/center_2026_08_30_19_28_22_676.jpg,IMG/left_2026_08_30_19_28_22_676.jpg,IMG/right_2026_08_30_19_28_22_676.jpg,0.4245626,0.0,0.377268,0.009654293
IMG/center_2026_08_30_19_27_52_617.jpg,IMG/left_2026_08_30_19_27_52_617.jpg,IMG/right_2026_08_30_19_27_52_617.jpg,-0.2267538,1.0,0.0,30.17669
IMG/center_2026_08_31_16_55_15_802.jpg,IMG/left_2026_08_31_16_55_15_802.jpg,IMG/right_2026_08_31_16_55_15_802.jpg,0.5184622,1.0,0.0,30.16168
IMG\center_2026_08_31_21_52_23_805.jpg,IMG\left_2026_08_31_21_52_23_805.jpg,IMG\right_2026_08_31_21_52_23_805.jpg,-0.2024988,1.0,0.0,30.19011
IMG/center_2026_08_31_16_55_26_254.jpg,IMG/left_2026_08_31_16_55_26_254.jpg,IMG/right_2026_08_31_16_55_26_254.jpg,-0.2783098,1.0,0.0,30.19574
IMG/center_2026_08_31_16_54_15_565.jpg,IMG/left_2026_08_31_16_54_15_565.jpg,IMG/right_2026_08_31_16_54_15_565.jpg,0.0,1.0,0.0,30.19279
IMG/center_2026_08_31_16_54_36_205.jpg,IMG/left_2026_08_31_16_54_36_205.jpg,IMG/right_2026_08_31_16_54_36_205.jpg,0.06961583,1.0,0.0,30.18913
IMG/center_2026_08_31_16_55_47_009.jpg,IMG/left_2026_08_31_16_55_47_009.jpg,IMG/right_2026_08_31_16_55_47_009.jpg,0.0,1.0,0.0,29.95348
IMG\center_2026_08_31_21_58_07_786.jpg,IMG\left_2026_08_31_21_58_07_786.jpg,IMG\right_2026_08_31_21_58_07_786.jpg,-0.3263814,1.0,0.0,30.16402
IMG/center_2026_08_30_19_25_04_219.jpg,IMG/left_2026_08_30_19_25_04_219.jpg,IMG/right_2026_08_30_19_25_04_219.jpg,0.0,1.0,0.0,30.18995
IMG/center_2026_08_30_19_27_27_760.jpg,IMG/left_2026_08_30_19_27_27_760.jpg,IMG/right_2026_08_30_19_27_27_760.jpg,0.0,1.0,0.0,30.19022
IMG\center_2026_08_31_21_55_29_121.jpg,IMG\left_2026_08_31_21_55_29_121.jpg,IMG\right_2026_08_31_21_55_29_121.jpg,0.0,1.0,0.0,30.19029
IMG/center_2026_08_31_16_55_33_902.jpg,IMG/left_2026_08_31_16_55_33_902.jpg,IMG/right_2026_08_31_16_55_33_902.jpg,1.0,1.0,0.0,13.10867
IMG/center_2026_08_30_19_25_51_560.jpg,IMG/left_2026_08_30_19_25_51_560.jpg,IMG/right_2026_08_30_19_25_51_560.jpg,0.0,1.0,0.0,30.19018
IMG/center_2026_08_30_19_27_32_046.jpg,IMG/left_2026_08_30_19_27_32_046.jpg,IMG/right_2026_08_30_19_27_32_046.jpg,-0.2562786,1.0,0.0,30.17809
IMG\center_2026_08_31_21_58_04_161.jpg,IMG\left_2026_08_31_21_58_04_161.jpg,IMG\right_2026_08_31_21_58_04_161.jpg,-0.1165323,1.0,0.0,30.19175
IMG/center_2026_08_31_16_53_52_344.jpg,IMG/left_2026_08_31_16_53_52_344.jpg,IMG/right_2026_08_31_16_53_52_344.jpg,0.0,1.0,0.0,30.18728
IMG\center_2026_08_31_21_56_43_213.jpg,IMG\left_2026_08_31_21_56_43_213.jpg,IMG\right_2026_08_31_21_56_43_213.jpg,0.0,1.0,0.0,30.19035
IMG/center_2026_08_31_16_53_05_550.jpg,IMG/left_2026_08_31_16_53_05_550.jpg,IMG/right_2026_08_31_16_53_05_550.jpg,0.5819395,0.0,0.0,0.01573132
IMG/center_2026_08_30_19_27_36_791.jpg,IMG/left_2026_08_30_19_27_36_791.jpg,IMG/right_2026_08_30_19_27_36_791.jpg,-0.1065699,1.0,0.0,30.1802
IMG\center_2026_08_31_21_58_10_167.jpg,IMG\left_2026_08_31_21_58_10_167.jpg,IMG\right_2026_08_31_21_58_10_167.jpg,0.2963025,1.0,0.0,30.16501
IMG/center_2026_08_31_16_53_03_582.jpg,IMG/left_2026_08_31_16_53_03_582.jpg,IMG/right_2026_08_31_16_53_03_582.jpg,0.0,0.0,1.0,0.01155998
IMG\center_2026_08_31_21_51_00_499.jpg,IMG\left_2026_08_31_21_51_00_499.jpg,IMG\right_2026_08_31_21_51_00_499.jpg,0.0,1.0,0.0,30.19025
IMG/center_2026_08_31_16_54_50_500.jpg,IMG/left_2026_08_31_16_54_50_500.jpg,IMG/right_2026_08_31_16_54_50_500.jpg,0.888808,1.0,0.0,29.90423
IMG/center_2026_08_31_16_54_25_354.jpg,IMG/left_2026_08_31_16_54_25_354.jpg,IMG/right_2026_08_31_16_54_25_354.jpg,-0.1465842,1.0,0.0,30.19562
IMG/center_2026_08_30_19_27_24_220.jpg,IMG/left_2026_08_30_19_27_24_220.jpg,IMG/right_2026_08_30_19_27_24_220.jpg,0.0,1.0,0.0,30.19016
IMG/center_2026_08_30_19_25_03_910.jpg,IMG/left_2026_08_30_19_25_03_910.jpg,IMG/right_2026_08_30_19_25_03_910.jpg,0.0,1.0,0.0,30.18995
IMG/center_2026_08_30_19_25_24_719.jpg,IMG/left_2026_08_30_19_25_24_719.jpg,IMG/right_2026_08_30_19_25_24_719.jpg,0.2653236,1.0,0.0,30.19907
IMG/center_2026_08_31_16_54_26_806.jpg,IMG/left_2026_08_31_16_54_26_806.jpg,IMG/right_2026_08_31_16_54_26_806.jpg,-0.7294704,1.0,0.0,30.15557
IMG\center_2026_08_31_21_52_20_913.jpg,IMG\left_2026_08_31_21_52_20_913.jpg,IMG\right_2026_08_31_21_52_20_913.jpg,-0.09182494,1.0,0.0,30.19136
IMG\center_2026_08_31_21_51_02_357.jpg,IMG\left_2026_08_31_21_51_02_357.jpg,IMG\right_2026_08_31_21_51_02_357.jpg,-0.2380911,1.0,0.0,30.17602
IMG/center_2026_08_30_19_24_23_685.jpg,IMG/left_2026_08_30_19_24_23_685.jpg,IMG/right_2026_08_30_19_24_23_685.jpg,-0.282576,1.0,0.0,30.17057
IMG\center_2026_08_31_21_58_17_304.jpg,IMG\left_2026_08_31_21_58_17_304.jpg,IMG\right_2026_08_31_21_58_17_304.jpg,0.0,1.0,0.0,30.19032
IMG\center_2026_08_31_22_00_53_742.jpg,IMG\left_2026_08_31_22_00_53_742.jpg,IMG\right_2026_08_31_22_00_53_742.jpg,-0.0412836,1.0,0.0,30.19015
IMG/center_2026_08_31_16_53_47_227.jpg,IMG/left_2026_08_31_16_53_47_227.jpg,IMG/right_2026_08_31_16_53_47_227.jpg,0.0,1.0,0.0,30.18983
IMG/center_2026_08_30_19_27_47_116.jpg,IMG/left_2026_08_30_19_27_47_116.jpg,IMG/right_2026_08_30_19_27_47_116.jpg,0.0,1.0,0.0,30.19064
IMG/center_2026_08_30_19_28_01_136.jpg,IMG/left_2026_08_30_19_28_01_136.jpg,IMG/right_2026_08_30_19_28_01_136.jpg,0.0,1.0,0.0,30.19286
IMG/center_2026_08_31_16_53_28_710.jpg,IMG/left_2026_08_31_16_53_28_710.jpg,IMG/right_2026_08_31_16_53_28_710.jpg,0.0,1.0,0.0,30.1906
IMG\center_2026_08_31_21_55_18_273.jpg,IMG\left_2026_08_31_21_55_18_273.jpg,IMG\right_2026_08_31_21_55_18_273.jpg,0.0,1.0,0.0,30.19029
IMG/center_2026_08_31_16_54_07_943.jpg,IMG/left_2026_08_31_16_54_07_943.jpg,IMG/right_2026_08_31_16_54_07_943.jpg,0.5949891,1.0,0.0,30.12797
IMG/center_2026_08_30_19_27_31_736.jpg,IMG/left_2026_08_30_19_27_31_736.jpg,IMG/right_2026_08_30_19_27_31_736.jpg,0.0,1.0,0.0,30.1905
IMG/center_2026_08_30_19_26_17_102.jpg,IMG/left_2026_08_30_19_26_17_102.jpg,IMG/right_2026_08_30_19_26_17_102.jpg,-0.3018372,1.0,0.0,30.1671
IMG/center_2026_08_31_16_53_05_754.jpg,IMG/left_2026_08_31_16_53_05_754.jpg,IMG/right_2026_08_31_16_53_05_754.jpg,1.0,0.0,0.0,0.002028827
IMG/center_2026_08_31_16_54_31_067.jpg,IMG/left_2026_08_31_16_54_31_067.jpg,IMG/right_2026_08_31_16_54_31_067.jpg,-0.2272296,1.0,0.0,30.17647
IMG/center_2026_08_31_16_53_32_764.jpg,IMG/left_2026_08_31_16_53_32_764.jpg,IMG/right_2026_08_31_16_53_32_764.jpg,0.0,1.0,0.0,30.19009
IMG/center_2026_08_31_16_53_26_646.jpg,IMG/left_2026_08_31_16_53_26_646.jpg,IMG/right_2026_08_31_16_53_26_646.jpg,-0.04911252,1.0,0.0,29.93349
IMG\center_2026_08_31_21_52_26_591.jpg,IMG\left_2026_08_31_21_52_26_591.jpg,IMG\right_2026_08_31_21_52_26_591.jpg,0.0,1.0,0.0,30.18697
IMG/center_2026_08_31_16_55_38_539.jpg,IMG/left_2026_08_31_16_55_38_539.jpg,IMG/right_2026_08_31_16_55_38_539.jpg,0.6079117,1.0,0.0,30.15482
IMG/center_2026_08_30_19_25_34_359.jpg,IMG/left_2026_08_30_19_25_34_359.jpg,IMG/right_2026_08_30_19_25_34_359.jpg,-0.2383227,1.0,0.0,30.17911
IMG/center_2026_08_31_16_54_08_970.jpg,IMG/left_2026_08_31_16_54_08_970.jpg,IMG/right_2026_08_31_16_54_08_970.jpg,0.0,1.0,0.0,30.1906
IMG/center_2026_08_30_19_28_07_656.jpg,IMG/left_2026_08_30_19_28_07_656.jpg,IMG/right_2026_08_30_19_28_07_656.jpg,0.0,1.0,0.0,30.19023
IMG/center_2026_08_31_16_53_37_552.jpg,IMG/left_2026_08_31_16_53_37_552.jpg,IMG/right_2026_08_31_16_53_37_552.jpg,0.3394287,1.0,0.0,30.18982
IMG/center_2026_08_30_19_25_35_706.jpg,IMG/left_2026_08_30_19_25_35_706.jpg,IMG/right_2026_08_30_19_25_35_706.jpg,-0.1046016,1.0,0.0,30.1886
IMG/center_2026_08_30_19_28_17_910.jpg,IMG/left_2026_08_30_19_28_17_910.jpg,IMG/right_2026_08_30_19_28_17_910.jpg,-0.3555681,1.0,0.0,1.490727
IMG/center_2026_08_31_16_54_55_815.jpg,IMG/left_2026_08_31_16_54_55_815.jpg,IMG/right_2026_08_31_16_54_55_815.jpg,0.8410804,1.0,0.0,30.1715
IMG/center_2026_08_31_16_53_40_454.jpg,IMG/left_2026_08_31_16_53_40_454.jpg,IMG/right_2026_08_31_16_53_40_454.jpg,0.3241803,1.0,0.0,30.16389
IMG/center_2026_08_31_16_55_05_409.jpg,IMG/left_2026_08_31_16_55_05_409.jpg,IMG/right_2026_08_31_16_55_05_409.jpg,0.6849471,1.0,0.0,30.20617
IMG/center_2026_08_30_19_24_41_324.jpg,IMG/left_2026_08_30_19_24_41_324.jpg,IMG/right_2026_08_30_19_24_41_324.jpg,-0.2582628,1.0,0.0,30.17411
IMG/center_2026_08_30_19_24_48_720.jpg,IMG/left_2026_08_30_19_24_48_720.jpg,IMG/right_2026_08_30_19_24_48_720.jpg,0.0,1.0,0.0,30.19003
IMG/center_2026_08_30_19_28_05_578.jpg,IMG/left_2026_08_30_19_28_05_578.jpg,IMG/right_2026_08_30_19_28_05_578.jpg,-0.1290453,1.0,0.0,30.19071
IMG/center_2026_08_31_16_54_22_113.jpg,IMG/left_2026_08_31_16_54_22_113.jpg,IMG/right_2026_08_31_16_54_22_113.jpg,0.7293117,1.0,0.0,30.18891
IMG/center_2026_08_30_19_27_45_059.jpg,IMG/left_2026_08_30_19_27_45_059.jpg,IMG/right_2026_08_30_19_27_45_059.jpg,0.0,1.0,0.0,30.18984
IMG/center_2026_08_30_19_28_05_682.jpg,IMG/left_2026_08_30_19_28_05_682.jpg,IMG/right_2026_08_30_19_28_05_682.jpg,0.0,1.0,0.0,30.18949
IMG/center_2026_08_30_19_25_33_328.jpg,IMG/left_2026_08_30_19_25_33_328.jpg,IMG/right_2026_08_30_19_25_33_328.jpg,-0.455694,1.0,0.0,30.1486
IMG/center_2026_08_31_16_54_13_291.jpg,IMG/left_2026_08_31_16_54_13_291.jpg,IMG/right_2026_08_31_16_54_13_291.jpg,0.0,1.0,0.0,30.19029
IMG/center_2026_08_30_19_24_12_582.jpg,IMG/left_2026_08_30_19_24_12_582.jpg,IMG/right_2026_08_30_19_24_12_582.jpg,-0.0145458,1.0,0.0,30.18935
IMG/center_2026_08_30_19_25_53_582.jpg,IMG/left_2026_08_30_19_25_53_582.jpg,IMG/right_2026_08_30_19_25_53_582.jpg,-0.1620012,1.0,0.0,30.18352
