center,left,right,steering,throttle,brake,speed
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_12_141.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_12_141.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_12_141.jpg,0.0,1.0,0.0,30.21241
IMG\center_2026_08_31_21_52_28_349.jpg,IMG\left_2026_08_31_21_52_28_349.jpg,IMG\right_2026_08_31_21_52_28_349.jpg,0.0,1.0,0.0,30.19032
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_38_666.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_38_666.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_38_666.jpg,-0.3237318,1.0,0.0,30.1925
IMG\center_2026_08_31_22_00_52_504.jpg,IMG\left_2026_08_31_22_00_52_504.jpg,IMG\right_2026_08_31_22_00_52_504.jpg,0.0,1.0,0.0,30.1903
IMG\center_2026_08_31_21_50_58_335.jpg,IMG\left_2026_08_31_21_50_58_335.jpg,IMG\right_2026_08_31_21_50_58_335.jpg,0.0,1.0,0.0,30.19003
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_07_396.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_07_396.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_07_396.jpg,0.0,1.0,0.0,30.2097
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_13_984.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_13_984.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_13_984.jpg,0.09335221,1.0,0.0,30.18713
IMG/center_2026_08_31_16_54_33_121.jpg,IMG/left_2026_08_31_16_54_33_121.jpg,IMG/right_2026_08_31_16_54_33_121.jpg,-0.1343014,1.0,0.0,30.19391
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_22_223.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_22_223.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_22_223.jpg,-0.2174547,0.0,0.0,24.86553
IMG/center_2026_08_31_16_54_32_504.jpg,IMG/left_2026_08_31_16_54_32_504.jpg,IMG/right_2026_08_31_16_54_32_504.jpg,0.0,1.0,0.0,30.1903
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_11_253.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_11_253.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_11_253.jpg,0.0,1.0,0.0,30.21199
IMG/center_2026_08_31_16_55_22_412.jpg,IMG/left_2026_08_31_16_55_22_412.jpg,IMG/right_2026_08_31_16_55_22_412.jpg,0.4955672,1.0,0.0,30.14175
IMG/center_2026_08_30_19_24_16_406.jpg,IMG/left_2026_08_30_19_24_16_406.jpg,IMG/right_2026_08_30_19_24_16_406.jpg,-0.01494746,1.0,0.0,30.18977
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_16_420.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_16_420.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_16_420.jpg,0.0,1.0,0.0,30.24208
IMG/center_2026_08_30_19_27_15_531.jpg,IMG/left_2026_08_30_19_27_15_531.jpg,IMG/right_2026_08_30_19_27_15_531.jpg,0.0,1.0,0.0,30.19017
IMG\center_2026_08_31_21_58_01_765.jpg,IMG\left_2026_08_31_21_58_01_765.jpg,IMG\right_2026_08_31_21_58_01_765.jpg,0.0,1.0,0.0,30.19031
IMG/center_2026_08_30_19_25_29_414.jpg,IMG/left_2026_08_30_19_25_29_414.jpg,IMG/right_2026_08_30_19_25_29_414.jpg,0.0,1.0,0.0,30.19028
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_09_726.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_09_726.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_09_726.jpg,-0.4337505,1.0,0.0,30.17466
IMG/center_2026_08_31_16_53_40_346.jpg,IMG/left_2026_08_31_16_53_40_346.jpg,IMG/right_2026_08_31_16_53_40_346.jpg,0.0,1.0,0.0,30.18929
IMG\center_2026_08_31_21_52_24_223.jpg,IMG\left_2026_08_31_21_52_24_223.jpg,IMG\right_2026_08_31_21_52_24_223.jpg,-0.1173159,1.0,0.0,30.18764
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_15_201.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_15_201.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_15_201.jpg,0.0,1.0,0.0,30.20754
IMG/center_2026_08_31_16_55_08_933.jpg,IMG/left_2026_08_31_16_55_08_933.jpg,IMG/right_2026_08_31_16_55_08_933.jpg,0.0,0.0,1.0,2.33931
IMG/center_2026_08_31_16_54_54_027.jpg,IMG/left_2026_08_31_16_54_54_027.jpg,IMG/right_2026_08_31_16_54_54_027.jpg,-0.4760439,1.0,0.0,30.1827
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_35_832.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_35_832.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_35_832.jpg,0.0,0.0,0.7165599,3.611847
IMG/center_2026_08_30_19_27_43_523.jpg,IMG/left_2026_08_30_19_27_43_523.jpg,IMG/right_2026_08_30_19_27_43_523.jpg,0.0,1.0,0.0,30.19088
IMG\center_2026_08_31_22_01_02_127.jpg,IMG\left_2026_08_31_22_01_02_127.jpg,IMG\right_2026_08_31_22_01_02_127.jpg,-0.2013045,1.0,0.0,30.17911
IMG/center_2026_08_31_16_54_32_402.jpg,IMG/left_2026_08_31_16_54_32_402.jpg,IMG/right_2026_08_31_16_54_32_402.jpg,0.0,1.0,0.0,30.1903
IMG/center_2026_08_30_19_25_30_657.jpg,IMG/left_2026_08_30_19_25_30_657.jpg,IMG/right_2026_08_30_19_25_30_657.jpg,-0.0525813,1.0,0.0,30.18974
IMG\center_2026_08_31_21_55_23_534.jpg,IMG\left_2026_08_31_21_55_23_534.jpg,IMG\right_2026_08_31_21_55_23_534.jpg,0.0,1.0,0.0,30.1903
IMG/center_2026_08_30_19_25_19_122.jpg,IMG/left_2026_08_30_19_25_19_122.jpg,IMG/right_2026_08_30_19_25_19_122.jpg,0.0,1.0,0.0,30.19031
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_29_026.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_29_026.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_29_026.jpg,0.0,1.0,0.0,30.27152
IMG/center_2026_08_31_16_52_40_712.jpg,IMG/left_2026_08_31_16_52_40_712.jpg,IMG/right_2026_08_31_16_52_40_712.jpg,-0.1585011,1.0,0.0,10.91089
IMG/center_2026_08_31_16_55_25_526.jpg,IMG/left_2026_08_31_16_55_25_526.jpg,IMG/right_2026_08_31_16_55_25_526.jpg,-0.0540453,1.0,0.0,30.18998
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_59_988.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_59_988.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_59_988.jpg,-0.2230148,1.0,0.0,30.20602
IMG\center_2026_08_31_21_55_22_714.jpg,IMG\left_2026_08_31_21_55_22_714.jpg,IMG\right_2026_08_31_21_55_22_714.jpg,-0.6310923,1.0,0.0,30.12484
IMG/center_2026_08_30_19_25_14_934.jpg,IMG/left_2026_08_30_19_25_14_934.jpg,IMG/right_2026_08_30_19_25_14_934.jpg,-0.2679399,1.0,0.0,30.1907
IMG/center_2026_08_31_16_54_03_618.jpg,IMG/left_2026_08_31_16_54_03_618.jpg,IMG/right_2026_08_31_16_54_03_618.jpg,0.0,1.0,0.0,30.19057
IMG\center_2026_08_31_21_51_10_733.jpg,IMG\left_2026_08_31_21_51_10_733.jpg,IMG\right_2026_08_31_21_51_10_733.jpg,0.0,1.0,0.0,30.18997
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_33_794.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_33_794.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_33_794.jpg,-0.412382,1.0,0.0,30.16169
IMG/center_2026_08_30_19_26_21_636.jpg,IMG/left_2026_08_30_19_26_21_636.jpg,IMG/right_2026_08_30_19_26_21_636.jpg,0.0,1.0,0.0,30.19031
IMG/center_2026_08_30_19_28_20_401.jpg,IMG/left_2026_08_30_19_28_20_401.jpg,IMG/right_2026_08_30_19_28_20_401.jpg,-0.2220396,0.1238142,0.0,0.01698794
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_15_504.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_15_504.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_15_504.jpg,0.4088781,1.0,0.0,30.21512
IMG\center_2026_08_31_21_51_08_448.jpg,IMG\left_2026_08_31_21_51_08_448.jpg,IMG\right_2026_08_31_21_51_08_448.jpg,0.0,1.0,0.0,30.19032
IMG\center_2026_08_31_22_00_51_266.jpg,IMG\left_2026_08_31_22_00_51_266.jpg,IMG\right_2026_08_31_22_00_51_266.jpg,0.0,1.0,0.0,30.19024
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_15_402.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_15_402.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_15_402.jpg,0.1186182,1.0,0.0,30.21672
IMG\center_2026_08_31_21_52_31_857.jpg,IMG\left_2026_08_31_21_52_31_857.jpg,IMG\right_2026_08_31_21_52_31_857.jpg,0.0,1.0,0.0,30.19031
IMG/center_2026_08_30_19_27_25_049.jpg,IMG/left_2026_08_30_19_27_25_049.jpg,IMG/right_2026_08_30_19_27_25_049.jpg,0.0,1.0,0.0,30.19029
IMG\center_2026_08_31_21_59_37_865.jpg,IMG\left_2026_08_31_21_59_37_865.jpg,IMG\right_2026_08_31_21_59_37_865.jpg,0.0,1.0,0.0,30.19005
IMG/center_2026_08_30_19_27_29_436.jpg,IMG/left_2026_08_30_19_27_29_436.jpg,IMG/right_2026_08_30_19_27_29_436.jpg,0.0,1.0,0.0,30.19027
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_06_561.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_06_561.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_06_561.jpg,0.0,0.0,0.0,4.398192e-05
IMG/center_2026_08_30_19_27_11_110.jpg,IMG/left_2026_08_30_19_27_11_110.jpg,IMG/right_2026_08_30_19_27_11_110.jpg,0.0,1.0,0.0,30.18989
IMG\center_2026_08_31_21_51_06_697.jpg,IMG\left_2026_08_31_21_51_06_697.jpg,IMG\right_2026_08_31_21_51_06_697.jpg,0.0,1.0,0.0,30.19029
IMG/center_2026_08_30_19_27_59_901.jpg,IMG/left_2026_08_30_19_27_59_901.jpg,IMG/right_2026_08_30_19_27_59_901.jpg,0.0,1.0,0.0,30.19031
IMG\center_2026_08_31_22_01_06_355.jpg,IMG\left_2026_08_31_22_01_06_355.jpg,IMG\right_2026_08_31_22_01_06_355.jpg,0.0,1.0,0.0,30.1888
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_12_854.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_12_854.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_12_854.jpg,-0.1190985,1.0,0.0,30.20707
IMG/center_2026_08_30_19_26_19_476.jpg,IMG/left_2026_08_30_19_26_19_476.jpg,IMG/right_2026_08_30_19_26_19_476.jpg,0.0,1.0,0.0,30.19031
IMG/center_2026_08_30_19_27_11_431.jpg,IMG/left_2026_08_30_19_27_11_431.jpg,IMG/right_2026_08_30_19_27_11_431.jpg,0.0,1.0,0.0,30.19026
IMG/center_2026_08_30_19_26_53_846.jpg,IMG/left_2026_08_30_19_26_53_846.jpg,IMG/right_2026_08_30_19_26_53_846.jpg,0.0,1.0,0.0,30.19031
IMG/center_2026_08_30_19_25_08_159.jpg,IMG/left_2026_08_30_19_25_08_159.jpg,IMG/right_2026_08_30_19_25_08_159.jpg,-0.08992711,1.0,0.0,30.18929
IMG/center_2026_08_30_19_27_01_478.jpg,IMG/left_2026_08_30_19_27_01_478.jpg,IMG/right_2026_08_30_19_27_01_478.jpg,-0.415713,1.0,0.0,30.1527
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_23_533.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_23_533.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_23_533.jpg,0.0,0.7338836,0.0,1.352401
IMG/center_2026_08_31_16_53_10_309.jpg,IMG/left_2026_08_31_16_53_10_309.jpg,IMG/right_2026_08_31_16_53_10_309.jpg,0.0,0.0,0.0,0.000647989
IMG/center_2026_08_30_19_27_30_482.jpg,IMG/left_2026_08_30_19_27_30_482.jpg,IMG/right_2026_08_30_19_27_30_482.jpg,0.0,1.0,0.0,30.1898
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_37_952.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_37_952.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_37_952.jpg,-0.0105198,1.0,0.0,30.1954
IMG/center_2026_08_31_16_54_16_898.jpg,IMG/left_2026_08_31_16_54_16_898.jpg,IMG/right_2026_08_31_16_54_16_898.jpg,-0.9177592,1.0,0.0,30.11691
IMG/center_2026_08_30_19_25_29_002.jpg,IMG/left_2026_08_30_19_25_29_002.jpg,IMG/right_2026_08_30_19_25_29_002.jpg,0.0,1.0,0.0,30.1903
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_14_684.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_14_684.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_14_684.jpg,-0.2978094,1.0,0.0,30.17063
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_00_289.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_00_289.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_00_289.jpg,-0.4869627,1.0,0.0,30.16411
IMG/center_2026_08_31_16_53_05_550.jpg,IMG/left_2026_08_31_16_53_05_550.jpg,IMG/right_2026_08_31_16_53_05_550.jpg,0.5819395,0.0,0.0,0.01573132
IMG/center_2026_08_30_19_24_41_843.jpg,IMG/left_2026_08_30_19_24_41_843.jpg,IMG/right_2026_08_30_19_24_41_843.jpg,0.0,1.0,0.0,30.19027
IMG/center_2026_08_31_16_52_46_296.jpg,IMG/left_2026_08_31_16_52_46_296.jpg,IMG/right_2026_08_31_16_52_46_296.jpg,0.0,1.0,0.0,30.18764
IMG/center_2026_08_30_19_26_16_277.jpg,IMG/left_2026_08_30_19_26_16_277.jpg,IMG/right_2026_08_30_19_26_16_277.jpg,-0.2421624,1.0,0.0,30.1765
IMG\center_2026_08_31_21_58_02_601.jpg,IMG\left_2026_08_31_21_58_02_601.jpg,IMG\right_2026_08_31_21_58_02_601.jpg,0.0,1.0,0.0,30.19025
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_09_320.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_09_320.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_09_320.jpg,-0.6329222,1.0,0.0,30.13654
IMG/center_2026_08_30_19_26_31_815.jpg,IMG/left_2026_08_30_19_26_31_815.jpg,IMG/right_2026_08_30_19_26_31_815.jpg,0.0,1.0,0.0,30.18997
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_12_469.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_12_469.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_12_469.jpg,0.0,1.0,0.0,30.20854
IMG/center_2026_08_31_16_53_00_466.jpg,IMG/left_2026_08_31_16_53_00_466.jpg,IMG/right_2026_08_31_16_53_00_466.jpg,-1.0,1.0,0.0,1.729205
IMG/center_2026_08_31_16_52_59_948.jpg,IMG/left_2026_08_31_16_52_59_948.jpg,IMG/right_2026_08_31_16_52_59_948.jpg,-1.0,0.6284577,0.0,11.61422
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_12_972.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_12_972.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_12_972.jpg,0.3262278,1.0,0.0,30.18402
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_26_989.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_26_989.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_26_989.jpg,0.0,0.0,0.8341648,0.2611056
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_25_365.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_25_365.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_25_365.jpg,-1.0,1.0,0.0,5.826251
IMG\center_2026_08_31_21_59_37_037.jpg,IMG\left_2026_08_31_21_59_37_037.jpg,IMG\right_2026_08_31_21_59_37_037.jpg,0.0,1.0,0.0,30.1903
IMG/center_2026_08_30_19_24_07_953.jpg,IMG/left_2026_08_30_19_24_07_953.jpg,IMG/right_2026_08_30_19_24_07_953.jpg,0.0,0.0,0.0,7.849811e-05
IMG\center_2026_08_31_21_56_38_145.jpg,IMG\left_2026_08_31_21_56_38_145.jpg,IMG\right_2026_08_31_21_56_38_145.jpg,0.0,1.0,0.0,30.19029
IMG\center_2026_08_31_21_51_01_428.jpg,IMG\left_2026_08_31_21_51_01_428.jpg,IMG\right_2026_08_31_21_51_01_428.jpg,-0.3210633,1.0,0.0,30.17618
IMG/center_2026_08_31_16_55_17_481.jpg,IMG/left_2026_08_31_16_55_17_481.jpg,IMG/right_2026_08_31_16_55_17_481.jpg,-0.3158751,1.0,0.0,30.20249
IMG/center_2026_08_30_19_27_46_908.jpg,IMG/left_2026_08_30_19_27_46_908.jpg,IMG/right_2026_08_30_19_27_46_908.jpg,0.0,1.0,0.0,30.19085
IMG/center_2026_08_31_16_54_48_523.jpg,IMG/left_2026_08_31_16_54_48_523.jpg,IMG/right_2026_08_31_16_54_48_523.jpg,-0.4216664,1.0,0.0,30.15211
IMG/center_2026_08_30_19_25_09_188.jpg,IMG/left_2026_08_30_19_25_09_188.jpg,IMG/right_2026_08_30_19_25_09_188.jpg,0.0,1.0,0.0,30.18827
IMG/center_2026_08_31_16_55_31_018.jpg,IMG/left_2026_08_31_16_55_31_018.jpg,IMG/right_2026_08_31_16_55_31_018.jpg,-0.1433754,1.0,0.0,30.19282
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_20_49_041.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_20_49_041.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_20_49_041.jpg,0.5938325,1.0,0.0,30.14312
IMG/center_2026_08_30_19_26_32_337.jpg,IMG/left_2026_08_30_19_26_32_337.jpg,IMG/right_2026_08_30_19_26_32_337.jpg,-0.2572038,1.0,0.0,30.17258
IMG/center_2026_08_30_19_27_41_758.jpg,IMG/left_2026_08_30_19_27_41_758.jpg,IMG/right_2026_08_30_19_27_41_758.jpg,0.0,1.0,0.0,30.19542
IMG\center_2026_08_31_21_52_19_358.jpg,IMG\left_2026_08_31_21_52_19_358.jpg,IMG\right_2026_08_31_21_52_19_358.jpg,0.0,1.0,0.0,30.18992
IMG/center_2026_08_30_19_28_00_412.jpg,IMG/left_2026_08_30_19_28_00_412.jpg,IMG/right_2026_08_30_19_28_00_412.jpg,0.0,1.0,0.0,30.18911
IMG/center_2026_08_30_19_25_53_582.jpg,IMG/left_2026_08_30_19_25_53_582.jpg,IMG/right_2026_08_30_19_25_53_582.jpg,-0.1620012,1.0,0.0,30.18352
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_30_448.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_30_448.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_30_448.jpg,-1.0,0.7013146,0.0,1.851965
IMG/center_2026_08_30_19_25_50_211.jpg,IMG/left_2026_08_30_19_25_50_211.jpg,IMG/right_2026_08_30_19_25_50_211.jpg,0.0,1.0,0.0,30.19031
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_22_00_385.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_22_00_385.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_22_00_385.jpg,0.2816793,1.0,0.0,30.20159
IMG/center_2026_08_31_16_53_03_582.jpg,IMG/left_2026_08_31_16_53_03_582.jpg,IMG/right_2026_08_31_16_53_03_582.jpg,0.0,0.0,1.0,0.01155998
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_22_26_293.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_22_26_293.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_22_26_293.jpg,0.0,0.0,0.0,3.004569
IMG/center_2026_08_30_19_25_50_523.jpg,IMG/left_2026_08_30_19_25_50_523.jpg,IMG/right_2026_08_30_19_25_50_523.jpg,0.0,1.0,0.0,30.1903
IMG\center_2026_08_31_21_51_13_715.jpg,IMG\left_2026_08_31_21_51_13_715.jpg,IMG\right_2026_08_31_21_51_13_715.jpg,0.0,0.0,0.0,26.15481
IMG/center_2026_08_30_19_24_09_495.jpg,IMG/left_2026_08_30_19_24_09_495.jpg,IMG/right_2026_08_30_19_24_09_495.jpg,-0.4580067,1.0,0.0,8.202139
IMG/center_2026_08_30_19_24_24_626.jpg,IMG/left_2026_08_30_19_24_24_626.jpg,IMG/right_2026_08_30_19_24_24_626.jpg,0.0,1.0,0.0,30.19013
IMG/center_2026_08_30_19_24_49_859.jpg,IMG/left_2026_08_30_19_24_49_859.jpg,IMG/right_2026_08_30_19_24_49_859.jpg,0.0,1.0,0.0,30.19026
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_11_21_47_393.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_11_21_47_393.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_11_21_47_393.jpg,-0.4192649,1.0,0.0,30.17593
IMG/center_2026_08_30_19_28_02_482.jpg,IMG/left_2026_08_30_19_28_02_482.jpg,IMG/right_2026_08_30_19_28_02_482.jpg,0.0,1.0,0.0,30.1903
